,class_name,folder_name,frame_index,view,user_id
183,0,Dashboard_user_id_31903_NoAudio_7_220_241,1,Dashboard,user_id_31903
184,0,Dashboard_user_id_86952_NoAudio_11_216_230,241,Dashboard,user_id_86952
185,0,Rear_view_user_id_46856_NoAudio_5_319_333,241,Rear_view,user_id_46856
186,0,Rear_view_user_id_39367_NoAudio_5_212_228,61,Rear_view,user_id_39367
187,0,Dashboard_user_id_84935_NoAudio_7_247_272,601,Dashboard,user_id_84935
188,4,Rear_view_user_id_83756_NoAudio_7_44_73,661,Rear_view,user_id_83756
189,0,Rear_view_user_id_28557_NoAudio_7_85_97,121,Rear_view,user_id_28557
190,0,Dashboard_user_id_59581_NoAudio_5_90_106,241,Dashboard,user_id_59581
191,14,Right_side_window_user_id_46856_NoAudio_7_403_420,1,Right_side_window,user_id_46856
192,0,Dashboard_user_id_47457_NoAudio_5_286_329,541,Dashboard,user_id_47457
193,0,Rear_view_user_id_86952_NoAudio_9_475_489,301,Rear_view,user_id_86952
194,0,Right_side_window_user_id_99882_NoAudio_5_65_82,361,Right_side_window,user_id_99882
195,0,Rear_view_user_id_71436_NoAudio_5_61_76,301,Rear_view,user_id_71436
196,3,Right_side_window_user_id_47457_NoAudio_5_202_224,1,Right_side_window,user_id_47457
197,0,Right_side_window_user_id_30932_NoAudio_7_162_200,241,Right_side_window,user_id_30932
198,10,Dashboard_user_id_96269_NoAudio_7_48_109,721,Dashboard,user_id_96269
199,0,Right_side_window_user_id_31903_NoAudio_5_294_306,241,Right_side_window,user_id_31903
200,0,Rear_view_user_id_83756_NoAudio_7_471_501,721,Rear_view,user_id_83756
201,0,Dashboard_user_id_61962_NoAudio_5_104_116,241,Dashboard,user_id_61962
202,13,Right_side_window_user_id_61962_NoAudio_7_41_65,601,Right_side_window,user_id_61962
203,0,Rear_view_user_id_60768_NoAudio_7_109_129,121,Rear_view,user_id_60768
204,0,Rear_view_user_id_78052_NoAudio_9_433_456,421,Rear_view,user_id_78052
205,0,Dashboard_user_id_84935_NoAudio_7_396_427,241,Dashboard,user_id_84935
206,0,Dashboard_user_id_71436_NoAudio_5_271_290,481,Dashboard,user_id_71436
207,0,Dashboard_user_id_57207_NoAudio_1_98_116,1,Dashboard,user_id_57207
208,3,Rear_view_user_id_47457_NoAudio_7_202_220,361,Rear_view,user_id_47457
209,0,Right_side_window_user_id_46856_NoAudio_7_155_169,241,Right_side_window,user_id_46856
210,8,Rear_view_user_id_57207_NoAudio_3_345_367,421,Rear_view,user_id_57207
211,0,Rear_view_user_id_78052_NoAudio_11_301_316,1,Rear_view,user_id_78052
212,2,Rear_view_user_id_57207_NoAudio_1_154_169,301,Rear_view,user_id_57207
213,14,Rear_view_user_id_86952_NoAudio_9_266_308,61,Rear_view,user_id_86952
214,0,Rear_view_user_id_83323_NoAudio_5_135_145,61,Rear_view,user_id_83323
215,0,Dashboard_user_id_99882_NoAudio_7_84_104,241,Dashboard,user_id_99882
216,0,Rear_view_user_id_39367_NoAudio_5_237_249,241,Rear_view,user_id_39367
217,0,Dashboard_user_id_28557_NoAudio_7_410_433,241,Dashboard,user_id_28557
218,0,Rear_view_user_id_96269_NoAudio_7_145_186,541,Rear_view,user_id_96269
219,0,Rear_view_user_id_86952_NoAudio_11_130_141,1,Rear_view,user_id_86952
220,3,Dashboard_user_id_83323_NoAudio_5_235_249,241,Dashboard,user_id_83323
221,0,Right_side_window_user_id_28557_NoAudio_7_164_187,61,Right_side_window,user_id_28557
222,0,Rear_view_user_id_63513_NoAudio_5_139_168,661,Rear_view,user_id_63513
223,0,Rear_view_user_id_30932_NoAudio_5_363_380,361,Rear_view,user_id_30932
224,0,Right_side_window_user_id_83323_NoAudio_5_472_485,241,Right_side_window,user_id_83323
225,0,Rear_view_user_id_46856_NoAudio_5_211_230,481,Rear_view,user_id_46856
226,0,Dashboard_user_id_83323_NoAudio_5_190_199,61,Dashboard,user_id_83323
227,14,Dashboard_user_id_30932_NoAudio_7_357_361,1,Dashboard,user_id_30932
228,12,Dashboard_user_id_71436_NoAudio_7_150_168,421,Dashboard,user_id_71436
229,0,Rear_view_user_id_96269_NoAudio_7_255_280,541,Rear_view,user_id_96269
230,9,Rear_view_user_id_31903_NoAudio_5_209_219,121,Rear_view,user_id_31903
231,13,Rear_view_user_id_47457_NoAudio_5_296_359,421,Rear_view,user_id_47457
232,15,Right_side_window_user_id_61962_NoAudio_5_117_134,121,Right_side_window,user_id_61962
233,0,Rear_view_user_id_30932_NoAudio_7_221_234,121,Rear_view,user_id_30932
234,14,Rear_view_user_id_61962_NoAudio_5_8_30,481,Rear_view,user_id_61962
235,2,Dashboard_user_id_46856_NoAudio_5_41_66,301,Dashboard,user_id_46856
236,0,Rear_view_user_id_63513_NoAudio_5_390_412,1,Rear_view,user_id_63513
237,0,Dashboard_user_id_86356_NoAudio_7_458_472,181,Dashboard,user_id_86356
238,0,Dashboard_user_id_86952_NoAudio_11_78_111,481,Dashboard,user_id_86952
239,6,Right_side_window_user_id_61962_NoAudio_7_146_170,361,Right_side_window,user_id_61962
240,6,Rear_view_user_id_59581_NoAudio_5_413_430,181,Rear_view,user_id_59581
241,0,Rear_view_user_id_83323_NoAudio_5_324_345,61,Rear_view,user_id_83323
242,0,Right_side_window_user_id_78052_NoAudio_9_479_500,241,Right_side_window,user_id_78052
243,0,Dashboard_user_id_57207_NoAudio_1_170_184,181,Dashboard,user_id_57207
244,0,Rear_view_user_id_63513_NoAudio_7_419_450,541,Rear_view,user_id_63513
245,12,Right_side_window_user_id_86952_NoAudio_11_493_514,541,Right_side_window,user_id_86952
246,0,Dashboard_user_id_31903_NoAudio_5_294_306,61,Dashboard,user_id_31903
247,0,Right_side_window_user_id_39367_NoAudio_5_120_135,301,Right_side_window,user_id_39367
248,0,Right_side_window_user_id_71436_NoAudio_7_306_319,241,Right_side_window,user_id_71436
249,0,Dashboard_user_id_71436_NoAudio_5_61_76,241,Dashboard,user_id_71436
250,0,Dashboard_user_id_96269_NoAudio_5_268_292,541,Dashboard,user_id_96269
251,0,Dashboard_user_id_46856_NoAudio_7_352_373,181,Dashboard,user_id_46856
252,0,Right_side_window_user_id_86356_NoAudio_7_16_45,601,Right_side_window,user_id_86356
253,4,Right_side_window_user_id_99882_NoAudio_5_421_433,1,Right_side_window,user_id_99882
254,0,Right_side_window_user_id_61962_NoAudio_5_403_420,421,Right_side_window,user_id_61962
255,0,Right_side_window_user_id_96269_NoAudio_5_384_398,121,Right_side_window,user_id_96269
256,15,Rear_view_user_id_63513_NoAudio_7_66_78,61,Rear_view,user_id_63513
257,0,Rear_view_user_id_61962_NoAudio_5_307_318,121,Rear_view,user_id_61962
258,0,Dashboard_user_id_71436_NoAudio_7_169_192,61,Dashboard,user_id_71436
259,0,Rear_view_user_id_28557_NoAudio_7_14_32,1,Rear_view,user_id_28557
260,0,Rear_view_user_id_28557_NoAudio_5_377_389,1,Rear_view,user_id_28557
261,8,Dashboard_user_id_31903_NoAudio_5_46_68,121,Dashboard,user_id_31903
262,0,Dashboard_user_id_63513_NoAudio_7_463_488,301,Dashboard,user_id_63513
263,0,Dashboard_user_id_61962_NoAudio_7_403_421,121,Dashboard,user_id_61962
264,12,Dashboard_user_id_86952_NoAudio_9_490_515,661,Dashboard,user_id_86952
265,0,Dashboard_user_id_59581_NoAudio_5_58_80,241,Dashboard,user_id_59581
266,0,Rear_view_user_id_99882_NoAudio_7_237_253,121,Rear_view,user_id_99882
267,0,Dashboard_user_id_78052_NoAudio_11_59_82,421,Dashboard,user_id_78052
268,14,Right_side_window_user_id_31903_NoAudio_7_108_126,241,Right_side_window,user_id_31903
269,0,Right_side_window_user_id_59581_NoAudio_7_91_109,121,Right_side_window,user_id_59581
270,0,Rear_view_user_id_71436_NoAudio_7_370_384,301,Rear_view,user_id_71436
271,1,Dashboard_user_id_96269_NoAudio_7_223_292,1621,Dashboard,user_id_96269
272,0,Dashboard_user_id_63513_NoAudio_5_194_234,781,Dashboard,user_id_63513
273,0,Right_side_window_user_id_31903_NoAudio_5_277_293,61,Right_side_window,user_id_31903
274,0,Dashboard_user_id_99882_NoAudio_5_396_420,241,Dashboard,user_id_99882
275,0,Dashboard_user_id_99882_NoAudio_7_84_104,61,Dashboard,user_id_99882
276,0,Rear_view_user_id_59581_NoAudio_7_334_350,61,Rear_view,user_id_59581
277,0,Right_side_window_user_id_86356_NoAudio_5_90_105,121,Right_side_window,user_id_86356
278,0,Dashboard_user_id_84935_NoAudio_7_455_475,241,Dashboard,user_id_84935
279,0,Dashboard_user_id_47457_NoAudio_7_221_236,241,Dashboard,user_id_47457
280,0,Rear_view_user_id_39367_NoAudio_5_212_228,241,Rear_view,user_id_39367
281,5,Right_side_window_user_id_39367_NoAudio_7_251_266,61,Right_side_window,user_id_39367
282,0,Right_side_window_user_id_99882_NoAudio_7_84_104,1,Right_side_window,user_id_99882
283,0,Right_side_window_user_id_99882_NoAudio_5_455_484,181,Right_side_window,user_id_99882
284,6,Right_side_window_user_id_31903_NoAudio_5_472_492,61,Right_side_window,user_id_31903
285,3,Rear_view_user_id_57207_NoAudio_1_481_498,1,Rear_view,user_id_57207
286,0,Dashboard_user_id_31903_NoAudio_5_69_80,121,Dashboard,user_id_31903
287,0,Dashboard_user_id_28557_NoAudio_5_127_160,421,Dashboard,user_id_28557
288,0,Dashboard_user_id_86356_NoAudio_7_394_419,421,Dashboard,user_id_86356
289,0,Right_side_window_user_id_61962_NoAudio_5_403_420,121,Right_side_window,user_id_61962
290,0,Rear_view_user_id_30932_NoAudio_7_244_265,541,Rear_view,user_id_30932
291,13,Dashboard_user_id_61962_NoAudio_7_41_65,601,Dashboard,user_id_61962
292,0,Dashboard_user_id_71436_NoAudio_5_77_91,301,Dashboard,user_id_71436
293,6,Right_side_window_user_id_46856_NoAudio_7_10_27,181,Right_side_window,user_id_46856
294,0,Right_side_window_user_id_86356_NoAudio_5_420_437,241,Right_side_window,user_id_86356
295,5,Dashboard_user_id_47457_NoAudio_7_268_279,61,Dashboard,user_id_47457
296,15,Right_side_window_user_id_83323_NoAudio_3_170_189,361,Right_side_window,user_id_83323
297,0,Right_side_window_user_id_83323_NoAudio_3_439_451,181,Right_side_window,user_id_83323
298,12,Rear_view_user_id_31903_NoAudio_7_9_32,601,Rear_view,user_id_31903
299,8,Dashboard_user_id_46856_NoAudio_5_171_176,1,Dashboard,user_id_46856
300,0,Rear_view_user_id_86952_NoAudio_11_275_285,61,Rear_view,user_id_86952
301,15,Dashboard_user_id_31903_NoAudio_7_307_330,241,Dashboard,user_id_31903
302,0,Rear_view_user_id_31903_NoAudio_7_459_470,121,Rear_view,user_id_31903
303,0,Dashboard_user_id_71436_NoAudio_7_229_254,61,Dashboard,user_id_71436
304,0,Dashboard_user_id_60768_NoAudio_5_217_231,121,Dashboard,user_id_60768
305,0,Rear_view_user_id_83323_NoAudio_5_404_415,1,Rear_view,user_id_83323
306,0,Dashboard_user_id_86952_NoAudio_9_361_389,661,Dashboard,user_id_86952
307,12,Dashboard_user_id_78052_NoAudio_9_317_327,121,Dashboard,user_id_78052
308,13,Right_side_window_user_id_47457_NoAudio_7_299_303,1,Right_side_window,user_id_47457
309,5,Right_side_window_user_id_96269_NoAudio_7_499_520,241,Right_side_window,user_id_96269
310,5,Dashboard_user_id_86356_NoAudio_5_106_131,241,Dashboard,user_id_86356
311,0,Right_side_window_user_id_39367_NoAudio_5_380_403,481,Right_side_window,user_id_39367
